KEYWORD,INTENT,GROUPS,LABELS,VOLUME,YOY TREND,SUM TOP10 CTR,[M] FEATURES,[D] FEATURES,[M] RANK,[M] CHANGE,[M] PAGE,[M] BEST RANK,[M] BEST RANK DATE,[M] AIO Brand Mention,[M] AIO Cited Rank,[M] AIO Cited Rank Change,[M] AIO Citation Status,[M] AIO Cited URL,[D] RANK,[D] CHANGE,[D] PAGE,[D] BEST RANK,[D] BEST RANK DATE,[D] AIO Brand Mention,[D] AIO Cited Rank,[D] AIO Cited Rank Change,[D] AIO Citation Status,[D] AIO Cited URL,DIFFICULTY,OPPORTUNITY,ADDED ON
villas in calpe,transactional,Spain,,590,-33%,68%,"Images pack, Hotels","Images pack, Hotels",1,-,https://www.solmarvillas.com/destinations/spain-villas/mainland-spain/costa-blanca/calpe,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/destinations/spain-villas/mainland-spain/costa-blanca/calpe,1,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villa holiday tenerife,transactional,Spain,,2400,0%,79%,"Video Carousel, Images pack, Hotels","Ads Pack Down, Images pack, Hotels",7,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/tenerife,7,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/tenerife,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villa in caleta de fuste,transactional,Spain,,320,-33%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",3,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/fuerteventura/caleta-de-fuste/villa-max,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/fuerteventura/caleta-de-fuste/villa-serenity-caleta,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas in costa blanca,transactional,Spain,,210,-46%,78%,"Images pack, Questions, Hotels","Images pack, Hotels",3,-,https://www.solmarvillas.com/destinations/spain-villas/mainland-spain/costa-blanca,3,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/spain-villas/mainland-spain/costa-blanca,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas in spain with flights,transactional,Spain,,480,-33%,100%,Images pack,Images pack,2,-,https://www.solmarvillas.com/villa-holidays-with-flights/villas-in-spain-with-flights,2,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,2,-,https://www.solmarvillas.com/villa-holidays-with-flights/villas-in-spain-with-flights,2,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas in puerto del carmen,informational,Spain,,1000,-38%,55%,"Ads Pack, Video Carousel, Images pack, Hotels","Images pack, Hotels",4,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/lanzarote/puerto-del-carmen,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/lanzarote/puerto-del-carmen,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas in spain with private pool and flights,transactional,Spain,,110,0%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",1,-,https://www.solmarvillas.com/villa-holidays-with-flights/villas-in-spain-with-flights,1,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,1,-,https://www.solmarvillas.com/villa-holidays-with-flights/villas-in-spain-with-flights,1,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas in cala bona,transactional,Spain,Low relevance,140,-19%,67%,"Images pack, Hotels","Images pack, Questions, Hotels",100,-,https://www.solmarvillas.com/destinations/spain-villas/mainland-spain/costa-brava/blanes,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/destinations/spain-villas/mainland-spain/costa-brava/blanes,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,N/A,2025-10-16
villas in alcudia majorca,transactional,Spain,,90,133%,94%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",4,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/majorca/alcudia,4,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/majorca/alcudia,3,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villas in corralejo to rent,transactional,Spain,,90,-44%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",3,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/fuerteventura/corralejo,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,3,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/fuerteventura/corralejo,3,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
villa maria tenerife,informational,Spain,Low relevance,1300,-38%,99%,"Video Carousel, Images pack",Images pack,100,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/corfu/aghios-stefanos/villa-maria-stefanos,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/corfu/aghios-stefanos/villa-maria-stefanos,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,N/A,2025-10-16
holidays to tenerife,transactional,Spain,,18100,-45%,99%,"Video Carousel, Images pack",Images pack,100,-,N/A,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,84,-,https://www.solmarvillas.com/,84,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,10,2025-10-16
villas in orlando,informational,USA,,6600,22%,89%,"Video Carousel, Images pack, Questions, Hotels","Ads Pack Down, Images pack",5,-,https://www.solmarvillas.com/destinations/usa-villas/florida/orlando,5,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,6,-,https://www.solmarvillas.com/destinations/usa-villas/florida/orlando,6,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,10,2025-10-16
orlando holidays 2026,transactional,USA,,1900,125%,99%,Images pack,Questions,89,-,https://www.solmarvillas.com/,89,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,85,-,https://www.solmarvillas.com/,85,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,10,2025-10-16
greece holidays,transactional,Greece | AI Overview Mobile,,33100,-18%,85%,"Video Carousel, Images pack, Questions, AI Overview","Ads Pack Down, Images pack, Questions",100,-,https://www.solmarvillas.com/destinations/greece-villas,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/destinations/greece-villas,100,N/A,Only Others Mentioned,Not Cited,-,,Not Cited,Hard,10,2025-10-16
villa south france,commercial,France | AI Overview Mobile,,5400,-19%,87%,"Video Carousel, Images pack, AI Overview","Images pack, Knowledge Graph, Questions",6,-,https://www.solmarvillas.com/destinations/france-villas/south-of-france,4,2025-10-16,Only Others Mentioned,Not Cited,-,,Not Cited,6,-,https://www.solmarvillas.com/destinations/france-villas/south-of-france,6,2025-10-16,Only Others Mentioned,Not Cited,-,,Not Cited,Top10,10,2025-10-16
french villas,transactional,France,,4400,-33%,94%,"Images pack, Hotels","Images pack, Hotels",11,-,https://www.solmarvillas.com/destinations/france-villas,11,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,11,-,https://www.solmarvillas.com/destinations/france-villas,11,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,10,2025-10-16
cyprus holidays,transactional,Cyprus | AI Overview Mobile,,27100,-18%,85%,"Video Carousel, Images pack, Featured Snippet, Questions, AI Overview","Images pack, Questions",100,-,https://www.solmarvillas.com/destinations/cyprus-villas/cyprus-self-catering-holidays,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/destinations/cyprus-villas/cyprus-self-catering-holidays,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,10,2025-10-16
holidays to florida,transactional,USA,,22200,-18%,98%,Questions,"Ads Pack Down, Questions",100,-,https://www.solmarvillas.com/destinations/usa-villas/florida,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/destinations/usa-villas/florida,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,9,2025-10-16
ibiza villa rental,transactional,Spain,,4400,-18%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",13,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/ibiza,12,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,13,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/ibiza,12,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,9,2025-10-16
villa in france with pool,commercial,France,,3600,-18%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",11,-,https://www.solmarvillas.com/destinations/france-villas,11,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,17,-,https://www.solmarvillas.com/destinations/france-villas,17,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,9,2025-10-16
spain holidays 2026,transactional,Spain | AI Overview Mobile,,1000,3173%,87%,"Images pack, AI Overview",-,76,-,https://www.solmarvillas.com/,76,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,79,-,https://www.solmarvillas.com/,79,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,Easy,9,2025-10-16
ibiza holidays 2026,transactional,Spain,,880,4043%,98%,"Video Carousel, Images pack",Questions,71,-,https://www.solmarvillas.com/,71,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,70,-,https://www.solmarvillas.com/,70,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,9,2025-10-16
italian villa,transactional,Italy,,2900,-19%,71%,"Video Carousel, Images pack, Local pack, Questions","Images pack, Local pack, Questions",23,-,https://www.solmarvillas.com/destinations/italy-villas,14,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,23,-,https://www.solmarvillas.com/destinations/italy-villas,19,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,9,2025-10-16
holiday to the canary islands,transactional,Spain,,14800,0%,76%,"Video Carousel, Images pack, Knowledge Graph, Questions","Knowledge Graph, Questions",100,-,https://www.solmarvillas.com/,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,100,-,https://www.solmarvillas.com/,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,9,2025-10-16
majorca family holiday,transactional,Spain | AI Overview Desktop,,1900,0%,83%,"Video Carousel, Images pack, Questions","Questions, AI Overview",58,-,https://www.solmarvillas.com/,58,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,72,-,https://www.solmarvillas.com/,72,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,Easy,9,2025-10-16
villa holidays orlando,informational,USA,,1900,-21%,100%,"Video Carousel, Images pack",-,11,-,https://www.solmarvillas.com/destinations/usa-villas/florida/orlando,10,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,11,-,https://www.solmarvillas.com/destinations/usa-villas/florida/orlando,11,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,9,2025-10-16
villa in italy,transactional,Italy,,2900,-19%,67%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",10,-,https://www.solmarvillas.com/destinations/italy-villas,7,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,8,-,https://www.solmarvillas.com/destinations/italy-villas,8,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,8,2025-10-16
holidays to balearic islands,transactional,Spain,,1600,-32%,100%,Video Carousel,-,62,-,https://www.solmarvillas.com/,62,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,56,-,https://www.solmarvillas.com/,56,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,8,2025-10-16
villa cala d or,transactional,Spain,,2900,0%,79%,"Images pack, Hotels","Images pack, Hotels",8,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/majorca/cala-dor/villa-deu-quarterades,6,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,4,-,https://www.solmarvillas.com/destinations/spain-villas/balearic-islands/majorca/cala-dor,4,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,8,2025-10-16
cyprus holidays in october,transactional,Cyprus | AI Overview Mobile,Seasonal,1000,21%,84%,"Video Carousel, Images pack, Questions, AI Overview",Questions,85,-,https://www.solmarvillas.com/,85,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,91,-,https://www.solmarvillas.com/,91,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,8,2025-10-16
villas orlando florida,informational,USA,,1600,0%,80%,"Video Carousel, Images pack, Hotels","Images pack, Questions, Hotels",6,-,https://www.solmarvillas.com/destinations/usa-villas/florida/orlando,6,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,6,-,https://www.solmarvillas.com/destinations/usa-villas/florida/orlando,6,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,8,2025-10-16
marbella villas to rent,commercial,Spain,,1300,0%,66%,"Video Carousel, Images pack, Hotels","Ads Pack Down, Hotels",14,-,https://www.solmarvillas.com/destinations/spain-villas/mainland-spain/costa-del-sol/marbella,14,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,15,-,https://www.solmarvillas.com/destinations/spain-villas/mainland-spain/costa-del-sol/marbella,15,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,7,2025-10-16
villas in paphos,transactional,Cyprus | Greece,,2900,-19%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",5,-,https://www.solmarvillas.com/destinations/cyprus-villas/paphos-region/paphos,5,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,4,-,https://www.solmarvillas.com/destinations/cyprus-villas/paphos-region/paphos,4,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,7,2025-10-16
villas in kissimmee,informational,USA,,2400,-33%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",4,-,https://www.solmarvillas.com/destinations/usa-villas/florida/orlando/disney-and-kissimmee,4,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,5,-,https://www.solmarvillas.com/destinations/usa-villas/florida/orlando/disney-and-kissimmee,5,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,6,2025-10-16
small greek island holidays,transactional,Greece | AI Overview Mobile,,1000,-23%,82%,"Video Carousel, Images pack, Questions, AI Overview","Images pack, Featured Snippet, Questions",100,-,N/A,100,N/A,No Brand Mentioned,Not Cited,-,,Not Cited,90,-,https://www.solmarvillas.com/,90,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,6,2025-10-16
villas in lindos,transactional,Greece,,1300,-19%,68%,"Images pack, Hotels","Images pack, Questions, Hotels",2,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/rhodes/lindos,2,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,8,-,https://www.solmarvillas.com/destinations/greece-villas/greek-islands/rhodes/lindos,8,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,0,2025-10-16
private villas,transactional,Generics,,720,23%,94%,"Video Carousel, Images pack, Local pack","Images pack, Local pack",7,-,https://www.solmarvillas.com/,6,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,6,-,https://www.solmarvillas.com/,6,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,6,2025-10-16
coral bay villas,transactional,Cyprus,,720,0%,80%,"Ads Pack, Images pack",Images pack,4,-,https://www.solmarvillas.com/destinations/cyprus-villas/paphos-region/coral-bay,4,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,11,-,https://www.solmarvillas.com/destinations/cyprus-villas/paphos-region/coral-bay,2,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,6,2025-10-16
luxury villas in france,transactional,France | AI Overview Mobile,,720,50%,79%,"Images pack, Local pack, AI Overview","Images pack, Local pack",38,-,https://www.solmarvillas.com/destinations/france-villas,38,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,45,-,https://www.solmarvillas.com/destinations/france-villas,45,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,Easy,6,2025-10-16
villa in nice france,transactional,France,,1300,-38%,68%,"Images pack, Hotels","Ads Pack Down, Images pack, Hotels",78,-,https://www.solmarvillas.com/,78,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,83,-,https://www.solmarvillas.com/destinations/france-villas/south-of-france,83,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,6,2025-10-16
tuscany holiday villas,transactional,Italy,,390,85%,77%,"Images pack, Hotels","Images pack, Questions, Hotels",17,-,https://www.solmarvillas.com/destinations/italy-villas/tuscany,17,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,13,-,https://www.solmarvillas.com/destinations/italy-villas/tuscany,13,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,6,2025-10-16
lanzarote villa rentals puerto del carmen,transactional,Spain,,1000,-28%,68%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",8,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/lanzarote/puerto-del-carmen,7,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,8,-,https://www.solmarvillas.com/destinations/spain-villas/canary-islands/lanzarote/puerto-del-carmen,7,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,5,2025-10-16
sardinia holiday rentals,transactional,Italy,,880,-33%,68%,"Video Carousel, Images pack, Hotels","Images pack, Questions, Hotels",60,-,https://www.solmarvillas.com/,60,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,64,-,https://www.solmarvillas.com/,64,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,5,2025-10-16
villas in sardinia,commercial,Italy,,1600,-47%,79%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",5,-,https://www.solmarvillas.com/destinations/italy-villas/sardinia,5,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,5,-,https://www.solmarvillas.com/destinations/italy-villas/sardinia,5,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Top10,5,2025-10-16
villas tuscany,commercial,Italy,,4400,-18%,87%,"Video Carousel, Images pack, Hotels","Images pack, Hotels",28,-,https://www.solmarvillas.com/destinations/italy-villas/tuscany,28,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,27,-,https://www.solmarvillas.com/destinations/italy-villas/tuscany,26,2025-10-16,No Brand Mentioned,Not Cited,-,,Not Cited,Hard,5,2025-10-16
holiday villas in france with pool,commercial,France,,590,-19%,68%,"Video Carousel, Images pack, Hotels",Hotels,16,-,https://www.solmarvillas.com/destinations/france-villas,16,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,16,-,https://www.solmarvillas.com/destinations/france-villas,16,2025-10-17,No Brand Mentioned,Not Cited,-,,Not Cited,Easy,5,2025-10-16
best beaches in greece,informational,Greece | AI Overview Desktop | AI Overview Mobile,,3600,-18%,69%,"Video Carousel, Images pack, Questions, AI Overview","Images pack, Questions, AI Overview",31,-,https://www.solmarvillas.com/inspiration/beaches/best-beaches-in-greece,31,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,36,-,https://www.solmarvillas.com/inspiration/beaches/best-beaches-in-greece,36,2025-10-17,Only Others Mentioned,Not Cited,-,,Not Cited,Hard,5,2025-10-16
